LSOA code (2011),Index of Multiple Deprivation ,Income Decile ,Employment Decile ,"Education, Skills and Training Decile ",Health Deprivation and Disability Decile ,Crime Decile ,Barriers to Housing and Services Decile ,Living Environment Decile 
E01002609,6,6,7,6,7,4,3,3
E01002610,3,3,4,3,5,3,3,6
E01002611,5,6,6,4,6,2,2,3
E01002612,3,3,5,4,6,2,3,3
E01002613,5,5,6,5,6,6,3,3
E01002614,6,6,8,7,8,8,1,5
E01002615,2,2,3,3,4,4,1,5
E01002616,6,5,6,4,5,6,4,4
E01002617,7,8,8,7,8,7,1,5
E01002618,6,5,6,8,8,4,3,3
E01002619,5,4,7,7,8,3,2,4
E01002620,4,3,4,6,7,2,1,3
E01002621,5,5,5,7,6,5,2,3
E01002622,4,5,6,8,6,2,1,4
E01002623,3,3,4,7,3,3,1,4
E01002624,4,6,6,8,7,3,1,2
E01002625,6,5,6,7,9,5,2,3
E01002626,5,6,6,7,7,2,3,4
E01002627,3,2,3,5,4,8,1,6
E01002628,6,5,7,8,8,3,2,3
E01002629,4,4,5,8,6,4,1,3
E01002630,6,6,8,8,9,3,1,3
E01002631,4,3,5,7,7,4,1,4
E01002632,5,5,6,8,8,2,3,3
E01002633,2,2,2,3,3,5,1,4
E01002634,3,2,2,3,6,3,1,5
E01002635,5,5,6,7,8,1,2,3
E01002636,6,5,7,7,8,5,2,4
E01002637,3,3,4,4,6,3,1,2
E01002638,3,2,4,4,6,1,1,5
E01002639,6,7,7,9,7,3,2,4
E01002640,5,7,9,8,7,1,1,3
E01002641,4,4,6,7,7,1,1,2
E01002642,5,5,7,9,8,3,1,2
E01002643,4,4,5,7,5,4,2,2
E01002645,4,4,6,7,6,1,1,2
E01002646,3,2,4,6,4,5,1,3
E01002647,4,4,5,7,5,4,1,4
E01002648,5,5,7,7,6,2,1,4
E01002649,3,4,5,8,5,3,1,2
E01002650,4,4,5,8,8,4,1,4
E01002651,5,4,6,8,6,4,2,4
E01002652,5,4,6,8,8,3,2,4
E01002653,6,6,6,8,7,6,3,3
E01002654,6,7,6,8,8,5,2,3
E01002655,7,8,7,8,8,4,4,3
E01002656,6,7,7,8,6,7,2,4
E01002657,8,8,10,9,9,6,4,4
E01002658,8,9,10,9,7,4,2,5
E01002659,6,6,7,7,8,7,1,4
E01002660,5,4,7,7,8,3,2,3
E01002661,6,6,7,7,8,4,2,4
E01002662,6,8,9,9,8,3,1,1
E01002663,4,4,6,7,5,4,1,5
E01002664,3,3,4,9,6,2,1,2
E01002665,4,3,5,6,5,5,2,4
E01002666,5,5,6,7,7,6,2,4
E01002667,5,4,4,8,6,3,3,4
E01002668,6,6,6,7,7,5,3,5
E01002669,2,2,3,4,3,5,1,2
E01002670,6,6,7,8,8,4,2,3
E01002671,5,6,5,8,7,4,4,2
E01002672,3,3,4,6,5,4,1,4
E01002673,1,1,1,3,2,3,1,6
E01002674,6,6,8,10,9,5,1,3
E01002675,7,6,8,10,9,4,1,5
E01002676,6,8,8,10,9,2,1,3
E01002677,5,5,5,9,6,2,3,3
E01002678,7,8,10,10,10,7,1,4
E01002679,7,7,9,9,8,7,1,3
E01002680,6,7,8,10,8,2,2,2
E01002681,4,3,3,7,6,1,2,4
E01002682,5,6,7,7,7,3,2,3
E01002683,7,7,9,9,8,5,3,2
E01002684,4,3,5,7,5,4,3,1
E01002686,2,2,3,3,3,2,1,5
E01002687,7,7,9,10,9,3,3,3
E01002689,5,4,4,7,7,6,4,3
E01002690,8,8,8,10,9,6,4,3
E01002691,8,7,8,10,9,9,2,3
E01002692,6,5,7,9,9,5,2,2
E01002693,6,5,8,10,7,3,4,3
E01032573,7,7,9,9,9,4,4,2
E01033000,2,2,2,3,3,4,1,5
E01033030,5,7,8,7,5,6,2,1
E01033081,4,3,4,7,4,2,2,6
E01033082,4,4,4,7,5,2,1,4
E01033083,5,8,10,10,8,2,1,1
E01033084,4,5,5,7,8,1,1,3
E01002694,2,1,2,4,2,3,3,3
E01002695,4,5,6,8,3,3,3,3
E01002696,5,5,7,7,5,3,4,1
E01002697,3,2,3,5,2,3,3,3
E01002698,6,5,5,8,6,7,3,3
E01002699,5,4,5,7,5,7,4,3
E01002700,7,7,7,10,9,3,5,2
E01002701,3,3,4,5,4,5,3,1
E01002702,3,2,3,5,4,3,3,2
E01002703,3,2,4,6,7,4,2,2
E01002704,4,3,4,8,5,8,2,3
E01002706,4,3,5,7,6,4,3,1
E01002707,4,4,5,6,5,4,2,1
E01002708,3,3,4,5,4,3,1,2
E01002709,2,1,3,4,3,3,3,3
E01002710,3,2,3,5,3,4,3,3
E01002711,4,4,5,9,4,6,2,2
E01002712,3,4,5,3,3,3,3,3
E01002713,1,1,1,3,2,2,3,4
E01002714,7,7,8,9,8,4,4,2
E01002715,2,2,2,3,2,3,3,4
E01002716,2,2,3,6,2,3,3,3
E01002717,4,4,5,7,6,2,4,3
E01002718,5,6,7,7,6,2,4,1
E01002719,6,5,6,7,8,2,5,3
E01002720,2,1,2,4,3,3,3,4
E01002721,3,3,4,5,4,2,4,2
E01002722,2,2,2,5,3,2,3,2
E01002723,3,3,4,6,3,4,2,3
E01002724,6,7,10,8,6,8,3,1
E01002725,3,2,4,6,4,4,3,2
E01002726,4,3,4,8,4,5,3,2
E01002727,4,4,4,7,5,3,3,1
E01002728,3,4,5,7,3,1,3,2
E01002729,3,3,2,8,6,2,4,1
E01002730,3,3,5,7,3,1,3,2
E01002731,4,5,6,7,6,1,2,1
E01002732,1,1,1,4,2,1,2,3
E01002733,5,5,6,10,6,2,4,3
E01002734,2,2,3,4,3,1,2,2
E01002735,2,2,3,8,4,1,2,2
E01002736,1,1,1,3,3,2,3,5
E01002737,2,2,2,4,3,4,3,4
E01002738,4,3,4,6,6,2,4,3
E01002739,6,5,6,10,7,3,4,2
E01002740,6,7,8,9,9,2,5,2
E01002741,2,2,2,4,4,3,3,4
E01002742,6,6,8,10,6,2,5,2
E01002743,5,4,6,8,5,4,4,3
E01002744,5,5,5,8,5,5,5,4
E01002745,6,5,6,9,8,3,5,4
E01002747,7,6,6,10,6,9,4,3
E01002748,2,2,2,8,3,1,2,2
E01002749,4,3,5,6,6,3,4,2
E01002751,2,2,2,6,4,3,2,1
E01002752,4,3,4,8,6,4,4,4
E01002753,3,3,3,4,4,3,2,4
E01002754,6,5,7,10,5,2,4,5
E01002755,2,1,1,5,2,2,3,5
E01002756,3,3,3,9,5,2,4,2
E01002757,4,3,3,6,5,4,4,4
E01002758,1,1,1,5,2,3,3,4
E01002759,5,3,5,9,3,5,5,4
E01002760,2,1,2,4,3,3,4,4
E01002762,5,5,5,9,5,3,2,2
E01002763,3,3,3,7,2,1,2,2
E01002764,3,2,3,6,5,2,3,2
E01002765,3,3,4,5,3,5,2,4
E01002766,3,2,3,3,3,4,2,3
E01002767,2,2,3,6,3,2,1,3
E01002768,3,3,3,8,3,3,3,2
E01002769,5,5,6,10,5,2,3,2
E01002770,3,3,4,9,2,1,3,1
E01002771,3,3,4,8,5,2,3,3
E01002772,3,3,4,8,4,2,2,2
E01002773,1,1,1,4,3,1,3,4
E01002774,3,3,3,7,3,1,3,3
E01002775,4,5,5,6,4,3,4,2
E01002776,3,2,4,5,2,3,3,1
E01002777,3,3,4,8,3,3,4,1
E01002778,2,2,2,4,2,1,2,3
E01002779,5,5,7,8,7,2,3,3
E01002780,4,3,3,7,4,3,4,3
E01002781,3,2,3,7,4,4,4,4
E01002782,2,1,2,4,2,2,3,4
E01002783,1,1,1,4,1,1,3,3
E01002784,2,2,2,5,3,3,2,5
E01002785,5,6,5,10,8,2,4,1
E01002786,2,2,2,8,2,1,2,3
E01002787,3,3,3,6,2,2,2,2
E01002788,6,5,5,10,7,4,3,3
E01002789,7,7,7,10,9,3,5,2
E01002790,2,1,1,4,2,2,3,3
E01002791,7,7,8,7,8,4,5,3
E01002792,6,6,7,9,5,4,4,2
E01002793,2,2,3,6,2,1,4,2
E01002794,4,5,6,8,5,2,4,1
E01002795,4,3,4,6,5,2,4,2
E01002796,4,3,4,10,4,3,4,2
E01002797,3,2,3,5,3,2,3,3
E01002798,5,4,5,9,4,3,5,3
E01002799,3,2,3,6,3,4,3,2
E01002800,2,2,3,2,4,2,2,1
E01002801,6,6,7,10,8,3,5,1
E01002802,4,4,4,9,3,2,5,1
E01002803,4,4,5,7,6,2,4,1
E01002804,2,2,1,4,3,3,3,4
E01002805,4,4,5,7,5,1,3,4
E01002806,3,3,3,9,3,1,4,3
E01002807,3,2,3,6,3,3,3,4
E01002808,4,3,4,8,5,3,4,3
E01002809,3,2,2,8,4,2,2,3
E01002810,2,2,2,6,3,2,3,4
E01002811,2,2,2,7,2,1,3,3
E01033486,2,2,2,5,2,2,3,2
E01033487,8,8,10,8,6,10,2,4
E01033488,3,2,3,7,3,2,2,3
E01033489,7,9,10,9,8,7,1,2
E01033490,5,6,8,7,7,7,1,1
E01033491,3,3,4,7,5,1,2,1
E01033492,3,3,5,9,5,2,2,1
E01033493,7,10,10,6,5,10,2,2
E01033494,6,5,6,10,7,4,5,2
E01002812,7,10,10,10,10,8,1,1
E01002813,8,9,10,10,10,4,3,2
E01002814,4,3,4,10,9,4,1,2
E01002815,5,6,8,10,10,5,1,1
E01002816,7,10,10,10,10,5,2,1
E01002817,8,10,10,10,10,4,3,1
E01002818,7,10,10,9,10,4,1,1
E01002819,8,10,10,8,10,7,2,1
E01002820,8,10,10,9,10,8,2,2
E01002821,8,10,10,10,10,4,2,1
E01002822,7,10,10,10,10,4,3,1
E01002823,3,3,3,9,6,5,1,2
E01002824,8,10,10,10,10,6,3,1
E01002825,8,9,9,10,10,8,3,2
E01002826,8,10,10,10,10,6,2,1
E01002827,7,10,10,10,10,5,3,1
E01002828,6,7,6,10,10,4,2,1
E01002829,2,2,2,9,5,2,1,1
E01002830,2,2,2,8,7,1,1,2
E01002831,2,2,2,9,5,1,1,1
E01002832,3,2,3,8,7,2,1,2
E01002833,5,6,7,9,9,1,2,1
E01002834,6,8,9,10,10,5,2,1
E01002835,8,10,10,10,10,5,3,1
E01002836,8,9,10,10,10,5,2,2
E01002837,7,10,10,10,10,7,2,1
E01002838,8,10,10,10,10,4,1,2
E01002839,4,5,4,10,8,4,1,1
E01002840,2,1,2,7,6,2,1,2
E01002841,4,4,4,9,5,2,2,2
E01002842,1,1,1,5,4,3,1,3
E01002843,2,1,1,6,3,3,1,3
E01002844,6,6,8,10,9,4,2,1
E01002845,5,4,5,10,8,5,2,1
E01002846,3,3,3,10,5,3,1,2
E01002847,4,6,7,10,9,2,1,1
E01002848,3,3,4,9,6,6,1,1
E01002849,6,7,8,10,10,2,2,2
E01002850,4,5,5,10,8,4,1,1
E01002851,2,2,2,9,4,2,1,2
E01002852,2,1,2,6,3,2,1,2
E01002853,1,1,1,3,4,1,1,2
E01002854,1,1,1,6,5,1,1,3
E01002855,1,1,1,7,4,2,1,3
E01002856,2,2,2,8,7,1,1,1
E01002857,1,1,1,5,3,1,1,3
E01002858,4,4,5,7,8,8,1,1
E01002859,8,10,10,10,10,7,2,1
E01002860,7,10,10,10,10,5,3,1
E01002861,6,7,9,8,9,4,2,1
E01002862,4,3,4,8,7,6,1,1
E01002863,8,10,10,10,10,5,2,2
E01002864,8,10,10,10,10,3,3,3
E01002865,9,10,10,10,10,6,4,2
E01002866,5,5,5,10,8,4,1,3
E01002867,4,4,4,9,9,6,1,2
E01002868,8,10,10,10,10,5,2,3
E01002869,5,5,6,9,9,4,1,2
E01002870,2,1,1,5,3,6,1,4
E01002871,7,10,10,10,10,5,3,1
E01002872,2,1,2,6,5,4,1,3
E01002873,5,6,6,9,10,2,2,2
E01002874,5,5,6,10,8,3,2,2
E01002875,6,8,8,10,10,3,2,1
E01002876,5,5,5,9,8,3,3,2
E01002877,2,1,2,5,4,3,1,2
E01002878,2,3,3,8,5,1,1,2
E01002879,2,1,2,7,5,1,1,3
E01002880,1,1,1,4,3,3,1,3
E01002881,2,1,1,5,4,4,1,3
E01002882,6,5,7,10,10,4,2,2
E01002883,7,10,10,10,10,3,2,1
E01002884,4,6,6,10,10,2,1,2
E01002885,5,6,8,10,10,4,1,1
E01002886,6,9,10,10,10,2,2,1
E01002887,7,10,10,10,10,5,2,1
E01002888,8,10,10,10,10,7,1,2
E01002889,9,9,10,10,10,9,2,3
E01002890,8,10,10,10,10,4,3,2
E01002891,8,10,10,10,10,7,2,2
E01002892,9,10,10,10,10,9,2,2
E01002893,4,4,5,8,7,5,1,2
E01002894,5,6,5,7,9,4,2,1
E01002895,8,10,10,9,10,3,4,1
E01002896,8,9,10,9,10,4,3,2
E01002897,6,6,8,10,8,4,2,2
E01002898,8,10,10,10,10,5,3,2
E01002899,5,4,4,9,9,5,2,2
E01002900,9,10,10,10,10,4,3,2
E01002901,6,7,10,9,10,3,2,1
E01002902,8,9,9,10,10,6,2,2
E01002903,9,10,10,10,10,5,4,2
E01002904,1,1,1,4,3,6,1,4
E01002905,1,1,2,6,5,1,1,2
E01002906,3,2,2,6,4,5,1,2
E01002907,1,1,1,4,3,7,2,3
E01002908,3,4,4,9,5,2,2,1
E01002909,3,3,3,8,7,3,1,2
E01002910,6,5,7,10,10,4,2,2
E01002911,7,10,10,10,10,3,4,1
E01002912,7,8,10,7,9,5,3,1
E01002913,5,5,7,9,10,3,2,2
E01002914,8,10,10,10,10,9,2,2
E01002915,9,9,8,9,10,8,3,5
E01002916,9,9,8,9,10,4,8,5
E01002917,10,10,10,10,10,8,7,6
E01002918,7,7,9,6,9,8,5,2
E01002919,6,5,7,8,8,6,2,4
E01002920,10,9,9,10,10,8,5,7
E01002921,6,6,7,7,6,6,3,3
E01002922,8,8,9,10,9,7,3,5
E01002923,3,2,3,4,3,6,2,5
E01002924,10,10,10,10,10,10,6,6
E01002925,7,7,8,10,8,9,3,2
E01002926,9,9,9,10,9,10,3,4
E01002927,7,6,7,9,8,6,3,5
E01002928,6,4,5,9,8,6,5,2
E01002929,8,9,8,10,10,4,5,3
E01002930,8,6,8,8,10,6,4,4
E01002931,7,7,9,10,10,3,6,2
E01002932,3,3,3,6,5,7,1,6
E01002933,6,5,5,9,6,8,5,4
E01002934,10,10,10,10,10,9,7,6
E01002935,9,8,9,10,10,6,5,3
E01002937,10,10,10,10,10,8,8,3
E01002938,10,9,9,10,10,9,8,4
E01002939,7,6,6,6,8,6,6,5
E01002940,5,5,5,5,6,7,4,4
E01002941,8,8,9,8,9,7,4,4
E01002942,8,7,7,5,8,5,8,5
E01002943,6,5,5,3,8,7,4,5
E01002944,7,6,7,4,8,9,2,7
E01002945,8,8,8,6,9,8,5,5
E01002946,8,9,8,7,10,8,4,5
E01002947,9,9,9,6,9,6,7,6
E01002948,5,4,5,5,8,5,3,8
E01002949,8,6,8,7,10,5,6,7
E01002950,5,4,6,5,8,6,2,7
E01002951,10,8,10,10,10,9,5,5
E01002952,9,10,10,10,10,7,3,6
E01002953,9,10,10,10,10,8,2,6
E01002954,7,4,9,10,6,9,4,5
E01002955,6,7,8,9,9,6,1,3
E01002956,9,9,10,8,10,9,2,5
E01002957,6,5,7,5,9,9,2,7
E01002958,9,8,9,10,10,9,6,3
E01002959,10,10,10,10,10,9,6,6
E01002960,9,8,10,10,10,8,6,4
E01002961,9,7,7,10,9,9,6,5
E01002962,7,7,8,6,9,6,4,2
E01002963,8,6,9,10,10,9,3,4
E01002964,6,6,8,7,7,2,3,3
E01002965,7,6,6,10,9,8,2,4
E01002966,8,7,8,10,9,8,5,2
E01002967,10,10,10,10,10,9,4,5
E01002968,6,8,8,9,9,2,2,3
E01002969,2,1,2,2,3,6,2,5
E01002970,5,5,6,6,6,4,1,5
E01002971,7,6,8,8,8,7,4,4
E01002972,7,6,8,9,8,6,4,2
E01002973,4,3,5,5,6,4,2,4
E01002974,7,5,6,10,9,5,4,4
E01002975,7,5,7,8,10,7,3,4
E01002976,9,8,9,7,10,9,4,5
E01002977,5,4,4,5,8,6,4,6
E01002978,9,8,8,9,10,8,7,5
E01002979,8,6,7,9,10,8,6,5
E01002980,9,9,8,8,10,8,4,5
E01002981,7,7,7,10,10,7,2,4
E01002982,7,6,7,9,8,7,2,4
E01002983,9,8,9,10,10,6,3,6
E01002984,6,5,5,9,7,6,4,2
E01002985,7,5,9,8,9,7,4,3
E01002986,7,6,7,9,8,7,3,4
E01002987,5,5,4,10,5,7,4,3
E01002988,9,10,10,8,10,8,4,4
E01002989,8,10,10,10,10,5,6,1
E01002990,9,9,10,10,9,9,4,3
E01002991,9,10,10,10,10,7,3,3
E01002992,9,10,10,9,10,10,2,5
E01002993,8,7,9,10,8,7,4,3
E01002994,9,8,9,10,9,10,2,6
E01002995,10,10,10,10,9,7,4,5
E01002996,9,9,8,10,9,6,6,4
E01002997,9,9,8,10,10,7,4,3
E01002998,6,4,7,7,7,6,5,5
E01002999,6,6,7,7,7,4,4,4
E01003000,5,4,4,5,7,4,4,6
E01003001,7,7,8,7,9,2,5,5
E01003002,6,4,6,6,8,6,2,4
E01003003,6,5,7,8,8,4,5,2
E01003004,8,8,9,7,10,6,3,4
E01003005,9,8,9,6,10,9,5,6
E01003006,9,7,7,10,9,8,5,7
E01003007,10,8,9,10,10,7,9,6
E01003008,10,10,10,10,10,8,8,5
E01003009,8,6,7,10,10,9,4,6
E01003010,10,10,10,10,10,7,7,5
E01003011,9,8,9,10,10,7,6,3
E01033568,7,7,10,8,10,7,4,1
E01033569,8,7,8,10,10,7,4,4
E01003013,7,10,10,10,5,5,3,1
E01003014,4,4,5,5,5,1,3,2
E01003015,3,3,3,6,5,7,3,2
E01003016,7,8,9,8,6,7,2,2
E01003017,4,5,4,7,5,4,3,1
E01003018,4,6,8,9,4,2,4,1
E01003019,5,5,6,9,5,3,4,2
E01003020,4,5,5,8,5,1,3,2
E01003021,2,3,3,5,1,2,3,2
E01003022,5,5,6,8,4,5,3,2
E01003023,5,5,8,8,4,5,4,1
E01003024,3,2,4,6,3,2,2,3
E01003025,4,4,5,6,5,4,3,3
E01003026,6,7,10,9,4,2,6,1
E01003027,8,10,10,10,9,3,6,1
E01003028,5,5,6,8,3,5,4,2
E01003029,5,5,6,10,3,4,3,3
E01003030,6,8,9,9,6,3,4,1
E01003031,4,3,5,7,3,7,4,2
E01003032,3,2,3,9,4,3,3,1
E01003033,6,7,8,10,7,4,5,1
E01003034,5,4,6,9,6,5,3,3
E01003035,4,5,6,9,5,1,4,1
E01003036,4,4,5,5,4,2,4,3
E01003037,2,2,2,7,1,2,3,2
E01003038,6,8,10,9,7,3,5,1
E01003039,8,9,10,9,8,4,4,2
E01003040,5,6,6,8,6,3,4,1
E01003041,2,3,4,5,3,1,3,2
E01003042,4,4,4,8,3,3,4,2
E01003043,4,3,5,9,5,3,3,2
E01003044,2,1,1,5,2,6,1,1
E01003045,2,1,2,4,3,2,2,2
E01003046,2,2,2,4,5,6,1,2
E01003047,2,2,3,6,3,1,2,2
E01003048,2,1,2,4,3,2,2,2
E01003049,2,2,3,5,2,1,2,2
E01003050,3,5,7,6,5,1,3,1
E01003051,2,2,3,5,3,1,2,2
E01003052,2,1,2,5,4,1,2,1
E01003053,4,6,7,8,4,1,5,1
E01003054,4,7,9,6,3,1,5,1
E01003055,2,3,4,6,3,1,3,1
E01003056,3,3,4,8,3,5,3,1
E01003057,2,2,2,7,2,2,3,2
E01003058,4,4,6,7,4,4,4,1
E01003059,2,2,3,4,2,3,2,1
E01003060,2,2,3,4,4,1,3,2
E01003061,2,4,4,4,4,1,2,1
E01003062,4,4,5,8,6,3,3,2
E01003063,2,2,2,5,3,3,1,3
E01003064,7,8,8,9,8,5,5,1
E01003065,2,1,2,5,2,3,2,4
E01003066,2,2,2,6,2,1,3,2
E01003067,5,4,5,9,5,3,5,2
E01003068,3,3,4,5,4,2,3,2
E01003069,3,3,3,7,4,1,3,1
E01003070,2,1,2,4,2,4,1,3
E01003071,6,6,8,9,6,4,4,1
E01003072,6,6,7,10,6,4,4,2
E01003073,3,2,3,6,5,3,4,1
E01003074,4,5,5,8,7,1,4,1
E01003075,2,1,1,4,2,3,2,3
E01003076,5,4,5,8,6,5,3,3
E01003077,5,5,6,9,5,4,4,1
E01003078,8,8,9,10,8,5,6,2
E01003079,3,3,3,6,3,2,2,2
E01003080,5,5,6,9,7,4,3,1
E01003081,3,3,3,8,4,2,3,1
E01003082,3,2,3,7,4,3,3,3
E01003083,5,5,5,9,5,4,3,2
E01003084,5,6,6,9,7,3,4,1
E01003085,6,7,7,7,8,3,3,2
E01003086,3,2,2,5,4,5,2,4
E01003087,2,1,2,3,1,6,3,3
E01003088,3,3,4,7,3,1,3,1
E01003089,3,2,4,5,6,3,2,1
E01003090,4,5,6,8,3,3,3,1
E01003091,4,3,6,7,6,4,3,2
E01003092,2,2,3,5,1,3,2,3
E01003093,2,2,3,6,5,4,2,2
E01003094,3,3,4,8,3,1,4,2
E01003095,5,6,8,10,6,1,4,1
E01003096,4,6,7,8,3,2,4,1
E01003097,3,3,3,6,2,4,3,2
E01003098,4,4,6,9,5,2,3,1
E01003099,3,3,5,7,7,1,3,2
E01003100,6,8,9,8,6,3,4,1
E01003101,3,3,4,6,3,3,3,2
E01003102,4,4,4,9,5,2,2,1
E01003104,4,5,6,8,6,3,2,1
E01003105,3,2,4,7,4,4,2,2
E01003106,3,3,4,9,5,3,3,1
E01003107,6,5,7,8,7,5,4,1
E01003108,3,2,3,6,4,3,2,2
E01003109,3,4,5,8,4,4,2,1
E01003110,6,6,7,9,5,6,3,1
E01003111,2,2,2,4,3,7,2,2
E01003112,3,2,3,7,4,5,2,2
E01003113,4,5,6,6,5,3,3,1
E01003114,4,5,6,8,7,2,3,1
E01003115,5,5,6,8,6,4,4,1
E01003116,5,6,6,9,6,4,2,2
E01003117,4,5,6,8,6,3,3,1
E01003118,4,4,5,9,5,2,3,2
E01003119,4,6,6,8,5,3,3,1
E01003120,3,4,4,6,4,3,1,1
E01003121,3,2,2,5,3,5,3,3
E01003122,4,4,6,7,2,8,2,1
E01003123,5,5,6,10,7,3,4,1
E01003124,3,3,4,7,5,4,2,1
E01003125,3,2,3,5,5,4,2,3
E01003126,3,3,3,7,4,4,2,2
E01003127,4,5,5,7,5,2,3,1
E01003128,2,2,3,4,3,3,2,2
E01003129,4,5,6,5,6,4,3,1
E01003130,6,5,7,9,8,3,4,1
E01003131,5,7,8,9,8,2,4,1
E01003132,3,2,3,5,2,5,3,3
E01003133,4,4,5,10,4,2,3,1
E01003134,5,5,5,8,5,4,4,2
E01003135,3,3,3,6,2,3,4,1
E01003136,4,5,6,8,6,5,2,1
E01003137,3,2,4,6,4,3,2,2
E01003138,8,9,10,10,8,5,5,1
E01003139,7,7,8,6,8,6,4,3
E01003140,6,4,7,7,6,7,3,3
E01003141,4,4,5,7,6,4,3,1
E01003142,5,5,7,5,6,6,4,2
E01003143,3,2,3,5,6,5,3,3
E01003144,6,7,8,10,6,2,4,2
E01003145,4,5,6,7,5,3,3,1
E01003146,4,3,4,6,5,5,3,2
E01003147,5,4,5,8,8,5,4,2
E01003148,5,5,6,9,6,5,4,1
E01003149,6,6,7,9,8,9,2,2
E01003150,4,3,4,7,4,4,2,2
E01003151,3,2,3,5,3,5,2,3
E01003152,7,7,9,9,9,6,4,1
E01003153,6,7,9,9,7,4,4,1
E01003154,3,2,3,6,3,5,3,3
E01003155,5,6,6,9,8,2,4,1
E01003156,5,5,6,10,3,6,5,2
E01003157,7,6,8,10,7,4,6,2
E01003158,9,9,10,9,7,7,7,3
E01003159,2,2,2,5,3,2,2,2
E01003160,3,3,5,4,6,5,1,1
E01003161,5,4,6,9,4,4,4,3
E01003162,3,3,4,4,4,5,3,3
E01003163,6,6,7,10,7,3,4,3
E01003164,3,4,5,8,5,2,3,1
E01003165,4,4,5,9,8,3,3,2
E01003166,5,5,6,8,8,5,3,2
E01003167,6,7,7,10,7,4,4,1
E01003168,2,2,2,4,3,2,2,2
E01003169,4,4,4,9,5,2,3,2
E01003170,7,7,9,10,8,3,5,3
E01003171,4,4,5,7,4,3,3,1
E01003172,3,2,3,5,4,5,2,3
E01003173,6,7,8,9,7,3,5,1
E01003174,2,2,3,4,4,4,2,3
E01003175,2,2,2,4,3,4,2,3
E01003176,2,2,4,6,5,1,2,2
E01003177,4,4,5,7,5,2,3,1
E01003178,4,6,7,9,6,2,4,1
E01003179,3,2,3,3,5,6,2,3
E01003180,4,4,4,8,5,3,3,3
E01003181,2,2,2,7,3,1,3,2
E01003182,3,3,3,7,5,3,2,2
E01003183,3,3,3,7,4,4,2,2
E01003184,2,2,2,5,4,4,3,3
E01003185,3,3,4,8,3,3,4,2
E01003186,5,5,6,10,7,2,3,1
E01003187,2,2,3,6,3,3,2,1
E01003188,2,2,2,6,3,1,2,2
E01032582,3,4,5,7,3,5,2,1
E01033207,2,2,2,7,2,2,2,1
E01033208,5,6,8,10,9,5,3,1
E01003189,2,2,1,3,3,3,1,3
E01003190,2,2,3,4,3,2,1,4
E01003191,2,2,3,3,4,4,1,3
E01003192,1,1,1,3,2,2,1,4
E01003193,3,3,4,4,5,1,1,3
E01003194,2,2,3,4,4,3,1,3
E01003195,5,4,6,7,6,6,2,2
E01003196,2,2,2,2,2,1,2,2
E01003197,2,1,2,2,4,3,1,3
E01003198,5,4,5,9,6,6,3,3
E01003199,7,6,7,10,8,4,3,4
E01003200,7,9,10,10,9,3,4,2
E01003201,3,3,3,7,7,2,2,1
E01003202,8,9,10,10,9,5,5,2
E01003203,4,3,5,8,5,5,2,2
E01003204,5,4,6,6,5,3,2,4
E01003205,2,2,3,3,3,3,1,3
E01003206,6,6,7,8,8,7,2,3
E01003207,2,2,3,4,4,2,1,2
E01003209,4,4,4,7,5,4,1,3
E01003210,4,5,6,7,6,3,2,1
E01003211,4,4,4,7,6,3,2,2
E01003212,4,4,6,7,5,3,2,2
E01003213,5,5,6,8,5,2,2,3
E01003214,4,4,4,6,5,3,2,2
E01003215,4,5,8,6,6,2,1,1
E01003216,4,4,4,7,5,4,2,3
E01003217,5,4,6,6,6,5,4,1
E01003218,6,5,6,8,6,7,5,2
E01003219,5,5,5,6,8,7,3,2
E01003220,4,4,4,7,4,5,3,2
E01003221,3,3,3,7,5,3,1,2
E01003222,4,4,4,6,6,5,3,2
E01003223,6,6,7,8,8,3,2,3
E01003224,4,4,4,6,7,7,4,1
E01003225,8,8,8,9,8,8,5,3
E01003226,6,6,7,9,6,5,4,1
E01003227,6,6,7,9,7,6,4,2
E01003228,5,6,6,8,5,5,5,1
E01003229,3,2,2,5,4,5,2,4
E01003230,4,4,4,7,6,6,3,4
E01003231,4,4,5,7,4,4,3,1
E01003232,7,7,6,9,7,6,5,4
E01003233,6,5,6,7,7,7,4,2
E01003235,3,3,3,5,5,3,2,4
E01003236,2,2,2,3,4,4,1,2
E01003237,3,3,3,3,6,3,1,3
E01003238,2,2,2,3,3,3,2,3
E01003239,2,2,3,3,4,5,1,2
E01003240,3,2,3,4,5,2,1,3
E01003241,3,3,3,5,4,2,1,4
E01003243,2,2,3,3,4,2,1,2
E01003244,3,2,3,7,5,6,1,5
E01003245,2,2,3,5,4,4,1,4
E01003246,2,1,2,6,4,2,1,2
E01003247,5,6,8,9,6,6,2,1
E01003248,3,2,4,6,5,2,1,3
E01003249,4,3,4,8,3,8,1,5
E01003250,3,3,4,7,4,4,1,1
E01003251,3,3,4,4,5,4,1,4
E01003252,2,1,2,4,4,3,1,4
E01003253,2,2,2,4,4,1,1,4
E01003254,7,8,9,9,8,4,4,2
E01003255,6,5,7,8,8,4,3,2
E01003256,3,3,3,7,4,2,1,3
E01003257,4,4,5,7,5,5,2,4
E01003258,3,2,3,5,4,5,1,5
E01003259,5,4,6,8,6,3,3,2
E01003260,6,6,6,10,8,7,2,4
E01003261,6,6,6,9,8,5,3,2
